film_id,title,description,category,language,rating,release_year,rental_duration,actor,special_features,fulltext,length,rental_rate,replacement_cost
56,BAREFOOT MANCHURIAN,A Intrepid Story of a Cat And a Student who must Vanquish a Girl in An Abandoned Amusement Park,Action,English             ,G,2006,6,"{'Jennifer Davis', 'Ed Mansfield', 'Kirk Jovovich', 'Elvis Marx', 'Will Wilson', 'Daryl Crawford', 'Morgan Williams', 'Milla Peck'}","{Trailers,Commentaries}",'abandon':19 'amus':20 'barefoot':1 'cat':8 'girl':16 'intrepid':4 'manchurian':2 'must':13 'park':21 'stori':5 'student':11 'vanquish':14,129,2.99,15.99
57,BASIC EASY,A Stunning Epistle of a Man And a Husband who must Reach a Mad Scientist in A Jet Boat,Travel,English             ,PG-13,2006,4,"{'Ewan Gooding', 'Greta Keitel', 'Groucho Williams', 'Penelope Monroe', 'Jessica Bailey', 'Emily Dee'}","{""Deleted Scenes""}",'basic':1 'boat':21 'easi':2 'epistl':5 'husband':11 'jet':20 'mad':16 'man':8 'must':13 'reach':14 'scientist':17 'stun':4,90,2.99,18.99
58,BEACH HEARTBREAKERS,A Fateful Display of a Womanizer And a Mad Scientist who must Outgun a A Shark in Soviet Georgia,Documentary,English             ,G,2006,6,"{'Frances Tomei', 'Ben Willis', 'Harvey Hope', 'Nick Stallone', 'Mena Temple', 'Woody Hoffman', 'Gene Willis'}","{""Deleted Scenes"",""Behind the Scenes""}",'beach':1 'display':5 'fate':4 'georgia':21 'heartbreak':2 'mad':11 'must':14 'outgun':15 'scientist':12 'shark':18 'soviet':20 'woman':8,122,2.99,16.99
59,BEAR GRACELAND,A Astounding Saga of a Dog And a Boy who must Kill a Teacher in The First Manned Space Station,Children,English             ,R,2006,4,"{'Penelope Cronyn', 'Scarlett Damon', 'Ben Harris'}","{""Deleted Scenes""}",'astound':4 'bear':1 'boy':11 'dog':8 'first':19 'graceland':2 'kill':14 'man':20 'must':13 'saga':5 'space':21 'station':22 'teacher':16,160,2.99,20.99
60,BEAST HUNCHBACK,A Awe-Inspiring Epistle of a Student And a Squirrel who must Defeat a Boy in Ancient China,Classics,English             ,R,2006,3,"{'Jodie Degeneres', 'Bette Nicholson', 'Angelina Astaire', 'Kenneth Torn', 'Susan Davis'}","{""Deleted Scenes"",""Behind the Scenes""}",'ancient':20 'awe':5 'awe-inspir':4 'beast':1 'boy':18 'china':21 'defeat':16 'epistl':7 'hunchback':2 'inspir':6 'must':15 'squirrel':13 'student':10,89,4.99,22.99
61,BEAUTY GREASE,A Fast-Paced Display of a Composer And a Moose who must Sink a Robot in An Abandoned Mine Shaft,Drama,English             ,G,2006,5,"{'Ed Mansfield', 'Cameron Zellweger', 'Nick Degeneres', 'Michael Bening', 'Lucille Dee'}","{Trailers,Commentaries}",'abandon':21 'beauti':1 'compos':10 'display':7 'fast':5 'fast-pac':4 'greas':2 'mine':22 'moos':13 'must':15 'pace':6 'robot':18 'shaft':23 'sink':16,175,4.99,28.99
62,BED HIGHBALL,A Astounding Panorama of a Lumberjack And a Dog who must Redeem a Woman in An Abandoned Fun House,Documentary,English             ,NC-17,2006,5,"{'Jennifer Davis', 'Albert Nolte', 'Gina Degeneres', 'Susan Davis', 'Audrey Bailey'}","{Trailers,Commentaries,""Deleted Scenes""}",'abandon':19 'astound':4 'bed':1 'dog':11 'fun':20 'highbal':2 'hous':21 'lumberjack':8 'must':13 'panorama':5 'redeem':14 'woman':16,106,2.99,23.99
63,BEDAZZLED MARRIED,A Astounding Character Study of a Madman And a Robot who must Meet a Mad Scientist in An Abandoned Fun House,Family,English             ,PG,2006,6,"{'Lucille Tracy', 'Penelope Monroe', 'Jayne Nolte', 'Reese West', 'Laurence Bullock', 'Gary Phoenix', 'Dan Harris'}","{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'abandon':21 'astound':4 'bedazzl':1 'charact':5 'fun':22 'hous':23 'mad':17 'madman':9 'marri':2 'meet':15 'must':14 'robot':12 'scientist':18 'studi':6,73,0.99,21.99
64,BEETHOVEN EXORCIST,A Epic Display of a Pioneer And a Student who must Challenge a Butler in The Gulf of Mexico,Drama,English             ,PG-13,2006,6,"{'Minnie Kilmer', 'Vivien Basinger', 'Sandra Peck', 'Bela Walken', 'Warren Jackman', 'Scarlett Bening'}","{Commentaries,""Behind the Scenes""}",'beethoven':1 'butler':16 'challeng':14 'display':5 'epic':4 'exorcist':2 'gulf':19 'mexico':21 'must':13 'pioneer':8 'student':11,151,0.99,26.99
65,BEHAVIOR RUNAWAY,A Unbelieveable Drama of a Student And a Husband who must Outrace a Sumo Wrestler in Berlin,Horror,English             ,PG,2006,3,"{'Reese Kilmer', 'Ed Guiness', 'Daryl Wahlberg', 'Rita Reynolds', 'Tim Hackman'}","{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'behavior':1 'berlin':19 'drama':5 'husband':11 'must':13 'outrac':14 'runaway':2 'student':8 'sumo':16 'unbeliev':4 'wrestler':17,100,4.99,20.99
66,BENEATH RUSH,A Astounding Panorama of a Man And a Monkey who must Discover a Man in The First Manned Space Station,Children,English             ,NC-17,2006,6,"{'Reese Kilmer', 'Jane Jackman', 'Angelina Astaire', 'Vivien Basinger', 'Gene Willis', 'Chris Bridges', 'Susan Davis'}","{Commentaries,""Deleted Scenes""}","'astound':4 'beneath':1 'discov':14 'first':19 'man':8,16,20 'monkey':11 'must':13 'panorama':5 'rush':2 'space':21 'station':22",53,0.99,27.99
67,BERETS AGENT,A Taut Saga of a Crocodile And a Boy who must Overcome a Technical Writer in Ancient China,Action,English             ,PG-13,2006,5,"{'Cate Harris', 'Ian Tandy', 'Grace Mostel', 'Angela Witherspoon', 'William Hackman', 'Julia Fawcett', 'Julia Barrymore', 'Meryl Allen', 'Julianne Dench', 'Jessica Bailey'}","{""Deleted Scenes""}",'agent':2 'ancient':19 'beret':1 'boy':11 'china':20 'crocodil':8 'must':13 'overcom':14 'saga':5 'taut':4 'technic':16 'writer':17,77,2.99,24.99
68,BETRAYED REAR,A Emotional Character Study of a Boat And a Pioneer who must Find a Explorer in A Shark Tank,Children,English             ,NC-17,2006,5,"{'Angelina Astaire', 'Christian Akroyd', 'Morgan Mcdormand', 'Nick Degeneres'}","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'betray':1 'boat':9 'charact':5 'emot':4 'explor':17 'find':15 'must':14 'pioneer':12 'rear':2 'shark':20 'studi':6 'tank':21,122,4.99,26.99
69,BEVERLY OUTLAW,A Fanciful Documentary of a Womanizer And a Boat who must Defeat a Madman in The First Manned Space Station,Sci-Fi,English             ,R,2006,3,"{'Jodie Degeneres', 'John Suvari', 'Ralph Cruz', 'Sandra Peck'}",{Trailers},'bever':1 'boat':11 'defeat':14 'documentari':5 'fanci':4 'first':19 'madman':16 'man':20 'must':13 'outlaw':2 'space':21 'station':22 'woman':8,85,2.99,21.99
70,BIKINI BORROWERS,A Astounding Drama of a Astronaut And a Cat who must Discover a Woman in The First Manned Space Station,Animation,English             ,NC-17,2006,7,"{'Penelope Cronyn', 'Bette Nicholson'}","{Commentaries,""Deleted Scenes""}",'astound':4 'astronaut':8 'bikini':1 'borrow':2 'cat':11 'discov':14 'drama':5 'first':19 'man':20 'must':13 'space':21 'station':22 'woman':16,142,4.99,26.99
71,BILKO ANONYMOUS,A Emotional Reflection of a Teacher And a Man who must Meet a Cat in The First Manned Space Station,Family,English             ,PG-13,2006,3,"{'Russell Close', 'Goldie Brody', 'Ellen Presley'}","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'anonym':2 'bilko':1 'cat':16 'emot':4 'first':19 'man':11,20 'meet':14 'must':13 'reflect':5 'space':21 'station':22 'teacher':8",100,4.99,25.99
72,BILL OTHERS,A Stunning Saga of a Mad Scientist And a Forensic Psychologist who must Challenge a Squirrel in A MySQL Convention,Documentary,English             ,PG,2006,6,"{'Minnie Zellweger', 'Dustin Tautou', 'Russell Temple', 'Laurence Bullock', 'Al Garland', 'Chris Bridges'}","{Trailers,Commentaries}",'bill':1 'challeng':16 'convent':22 'forens':12 'mad':8 'must':15 'mysql':21 'other':2 'psychologist':13 'saga':5 'scientist':9 'squirrel':18 'stun':4,93,2.99,12.99
73,BINGO TALENTED,A Touching Tale of a Girl And a Crocodile who must Discover a Waitress in Nigeria,Sci-Fi,English             ,PG-13,2006,5,"{'Jon Chase', 'Cary Mcconaughey', 'Cameron Wray', 'Renee Ball', 'Goldie Brody'}","{Trailers,Commentaries}",'bingo':1 'crocodil':11 'discov':14 'girl':8 'must':13 'nigeria':18 'tale':5 'talent':2 'touch':4 'waitress':16,150,2.99,22.99
74,BIRCH ANTITRUST,A Fanciful Panorama of a Husband And a Pioneer who must Outgun a Dog in A Baloon,Music,English             ,PG,2006,4,"{'Ewan Gooding', 'Joe Swank', 'Matthew Carrey', 'Daryl Wahlberg', 'Alan Dreyfuss', 'Woody Hoffman'}","{Trailers,Commentaries,""Deleted Scenes""}",'antitrust':2 'baloon':19 'birch':1 'dog':16 'fanci':4 'husband':8 'must':13 'outgun':14 'panorama':5 'pioneer':11,162,4.99,18.99
75,BIRD INDEPENDENCE,A Thrilling Documentary of a Car And a Student who must Sink a Hunter in The Canadian Rockies,Travel,English             ,G,2006,6,"{'Fay Kilmer', 'Jayne Nolte'}","{Commentaries,""Behind the Scenes""}",'bird':1 'canadian':19 'car':8 'documentari':5 'hunter':16 'independ':2 'must':13 'rocki':20 'sink':14 'student':11 'thrill':4,163,4.99,14.99
76,BIRDCAGE CASPER,A Fast-Paced Saga of a Frisbee And a Astronaut who must Overcome a Feminist in Ancient India,Music,English             ,NC-17,2006,4,"{'Renee Ball', 'Kenneth Torn', 'Salma Nolte', 'Kenneth Pesci'}","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'ancient':20 'astronaut':13 'birdcag':1 'casper':2 'fast':5 'fast-pac':4 'feminist':18 'frisbe':10 'india':21 'must':15 'overcom':16 'pace':6 'saga':7,103,0.99,23.99
77,BIRDS PERDITION,A Boring Story of a Womanizer And a Pioneer who must Face a Dog in California,New,English             ,G,2006,5,"{'Whoopi Hurt', 'Sylvester Dern', 'Gary Penn', 'Sandra Peck'}","{Trailers,""Behind the Scenes""}",'bird':1 'bore':4 'california':18 'dog':16 'face':14 'must':13 'perdit':2 'pioneer':11 'stori':5 'woman':8,61,4.99,15.99
78,BLACKOUT PRIVATE,A Intrepid Yarn of a Pastry Chef And a Mad Scientist who must Challenge a Secret Agent in Ancient Japan,Animation,English             ,PG,2006,7,"{'Cary Mcconaughey', 'Matthew Carrey', 'Sandra Kilmer', 'Cameron Zellweger', 'Kenneth Hoffman'}","{Trailers,""Deleted Scenes""}",'agent':19 'ancient':21 'blackout':1 'challeng':16 'chef':9 'intrepid':4 'japan':22 'mad':12 'must':15 'pastri':8 'privat':2 'scientist':13 'secret':18 'yarn':5,85,2.99,12.99
79,BLADE POLISH,A Thoughtful Character Study of a Frisbee And a Pastry Chef who must Fight a Dentist in The First Manned Space Station,Drama,English             ,PG-13,2006,5,"{'Alec Wayne', 'Jennifer Davis', 'Kevin Garland', 'River Dean', 'Angela Witherspoon'}","{Trailers,""Behind the Scenes""}",'blade':1 'charact':5 'chef':13 'dentist':18 'fight':16 'first':21 'frisbe':9 'man':22 'must':15 'pastri':12 'polish':2 'space':23 'station':24 'studi':6 'thought':4,114,0.99,10.99
80,BLANKET BEVERLY,A Emotional Documentary of a Student And a Girl who must Build a Boat in Nigeria,Family,English             ,G,2006,7,"{'Thora Temple', 'Alan Dreyfuss', 'Burt Temple', 'Fred Costner'}",{Trailers},'bever':2 'blanket':1 'boat':16 'build':14 'documentari':5 'emot':4 'girl':11 'must':13 'nigeria':18 'student':8,148,2.99,21.99
81,BLINDNESS GUN,A Touching Drama of a Robot And a Dentist who must Meet a Hunter in A Jet Boat,Sci-Fi,English             ,PG-13,2006,6,"{'Adam Hopper', 'Chris Bridges', 'Burt Dukakis'}","{Trailers,""Behind the Scenes""}",'blind':1 'boat':20 'dentist':11 'drama':5 'gun':2 'hunter':16 'jet':19 'meet':14 'must':13 'robot':8 'touch':4,103,4.99,29.99
82,BLOOD ARGONAUTS,A Boring Drama of a Explorer And a Man who must Kill a Lumberjack in A Manhattan Penthouse,Family,English             ,G,2006,3,"{'Laura Brody', 'Adam Hopper', 'Cate Mcqueen', 'Cuba Birch'}","{Trailers,Commentaries,""Behind the Scenes""}",'argonaut':2 'blood':1 'bore':4 'drama':5 'explor':8 'kill':14 'lumberjack':16 'man':11 'manhattan':19 'must':13 'penthous':20,71,0.99,13.99
83,BLUES INSTINCT,A Insightful Documentary of a Boat And a Composer who must Meet a Forensic Psychologist in An Abandoned Fun House,Family,English             ,G,2006,5,"{'Groucho Dunst', 'Matthew Carrey', 'Salma Nolte', 'Cameron Streep'}","{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'abandon':20 'blue':1 'boat':8 'compos':11 'documentari':5 'forens':16 'fun':21 'hous':22 'insight':4 'instinct':2 'meet':14 'must':13 'psychologist':17,50,2.99,18.99
84,BOILED DARES,A Awe-Inspiring Story of a Waitress And a Dog who must Discover a Dentist in Ancient Japan,Travel,English             ,PG,2006,7,"{'Morgan Hopkins', 'Jim Mostel', 'Julia Fawcett', 'Gregory Gooding', 'Nick Stallone', 'Penelope Pinkett', 'Dan Torn', 'Tim Hackman'}","{Trailers,Commentaries}",'ancient':20 'awe':5 'awe-inspir':4 'boil':1 'dare':2 'dentist':18 'discov':16 'dog':13 'inspir':6 'japan':21 'must':15 'stori':7 'waitress':10,102,4.99,13.99
85,BONNIE HOLOCAUST,A Fast-Paced Story of a Crocodile And a Robot who must Find a Moose in Ancient Japan,Documentary,English             ,G,2006,4,"{'Henry Berry', 'Oprah Kilmer', 'Frances Tomei', 'Julia Mcqueen', 'Ed Guiness', 'Minnie Zellweger', 'Johnny Lollobrigida', 'Fay Winslet', 'Susan Davis'}","{""Deleted Scenes""}",'ancient':20 'bonni':1 'crocodil':10 'fast':5 'fast-pac':4 'find':16 'holocaust':2 'japan':21 'moos':18 'must':15 'pace':6 'robot':13 'stori':7,63,0.99,29.99
86,BOOGIE AMELIE,A Lacklusture Character Study of a Husband And a Sumo Wrestler who must Succumb a Technical Writer in The Gulf of Mexico,Music,English             ,R,2006,6,"{'Kevin Bloom', 'Jodie Degeneres', 'Gene Mckellen', 'Nick Degeneres', 'Meryl Allen', 'Groucho Sinatra'}","{Commentaries,""Behind the Scenes""}",'ameli':2 'boogi':1 'charact':5 'gulf':22 'husband':9 'lacklustur':4 'mexico':24 'must':15 'studi':6 'succumb':16 'sumo':12 'technic':18 'wrestler':13 'writer':19,121,4.99,11.99
87,BOONDOCK BALLROOM,A Fateful Panorama of a Crocodile And a Boy who must Defeat a Monkey in The Gulf of Mexico,Travel,English             ,NC-17,2006,7,"{'Jennifer Davis', 'Kirsten Paltrow', 'Dan Harris', 'Humphrey Garland', 'Ray Johansson', 'Fred Costner', 'Kenneth Pesci', 'Ed Chase', 'Sandra Peck', 'Warren Jackman', 'Chris Bridges', 'Audrey Bailey', 'Uma Wood'}","{""Behind the Scenes""}",'ballroom':2 'boondock':1 'boy':11 'crocodil':8 'defeat':14 'fate':4 'gulf':19 'mexico':21 'monkey':16 'must':13 'panorama':5,76,0.99,14.99
88,BORN SPINAL,A Touching Epistle of a Frisbee And a Husband who must Pursue a Student in Nigeria,Travel,English             ,PG,2006,7,"{'Kirsten Paltrow', 'Dan Streep', 'Ray Johansson', 'Dustin Tautou', 'Rita Reynolds', 'Nick Stallone', 'Meryl Allen', 'Sissy Sobieski', 'Kenneth Paltrow'}","{Trailers,Commentaries,""Deleted Scenes""}",'born':1 'epistl':5 'frisbe':8 'husband':11 'must':13 'nigeria':18 'pursu':14 'spinal':2 'student':16 'touch':4,179,4.99,17.99
89,BORROWERS BEDAZZLED,A Brilliant Epistle of a Teacher And a Sumo Wrestler who must Defeat a Man in An Abandoned Fun House,Animation,English             ,G,2006,7,"{'Jon Chase', 'Kirk Jovovich', 'Elvis Marx', 'Cuba Olivier', 'Harvey Hope', 'Daryl Crawford', 'Scarlett Damon'}","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'abandon':20 'bedazzl':2 'borrow':1 'brilliant':4 'defeat':15 'epistl':5 'fun':21 'hous':22 'man':17 'must':14 'sumo':11 'teacher':8 'wrestler':12,63,0.99,22.99
90,BOULEVARD MOB,A Fateful Epistle of a Moose And a Monkey who must Confront a Lumberjack in Ancient China,New,English             ,R,2006,3,"{'Rip Crawford', 'Ewan Gooding', 'Dan Streep', 'Angela Witherspoon', 'Kirsten Akroyd', 'Harvey Hope', 'Audrey Olivier', 'Morgan Mcdormand'}",{Trailers},'ancient':18 'boulevard':1 'china':19 'confront':14 'epistl':5 'fate':4 'lumberjack':16 'mob':2 'monkey':11 'moos':8 'must':13,63,0.99,11.99
91,BOUND CHEAPER,A Thrilling Panorama of a Database Administrator And a Astronaut who must Challenge a Lumberjack in A Baloon,Classics,English             ,PG,2006,5,"{'Cuba Olivier', 'Karl Berry'}","{""Behind the Scenes""}",'administr':9 'astronaut':12 'baloon':20 'bound':1 'challeng':15 'cheaper':2 'databas':8 'lumberjack':17 'must':14 'panorama':5 'thrill':4,98,0.99,17.99
92,BOWFINGER GABLES,A Fast-Paced Yarn of a Waitress And a Composer who must Outgun a Dentist in California,Horror,English             ,NC-17,2006,7,"{'Carmen Hunt', 'Karl Berry', 'Minnie Zellweger', 'Will Wilson', 'Michelle Mcconaughey'}","{Trailers,""Deleted Scenes""}",'bowfing':1 'california':20 'compos':13 'dentist':18 'fast':5 'fast-pac':4 'gabl':2 'must':15 'outgun':16 'pace':6 'waitress':10 'yarn':7,72,4.99,19.99
93,BRANNIGAN SUNRISE,A Amazing Epistle of a Moose And a Crocodile who must Outrace a Dog in Berlin,New,English             ,PG,2006,4,"{'Rip Crawford', 'Kenneth Hoffman'}",{Trailers},'amaz':4 'berlin':18 'brannigan':1 'crocodil':11 'dog':16 'epistl':5 'moos':8 'must':13 'outrac':14 'sunris':2,121,4.99,27.99
94,BRAVEHEART HUMAN,A Insightful Story of a Dog And a Pastry Chef who must Battle a Girl in Berlin,Family,English             ,PG-13,2006,7,"{'Jayne Nolte', 'Nick Stallone', 'Kirsten Akroyd', 'Jane Jackman'}","{Trailers,""Deleted Scenes""}",'battl':15 'berlin':19 'braveheart':1 'chef':12 'dog':8 'girl':17 'human':2 'insight':4 'must':14 'pastri':11 'stori':5,176,2.99,14.99
95,BREAKFAST GOLDFINGER,A Beautiful Reflection of a Student And a Student who must Fight a Moose in Berlin,New,English             ,G,2006,5,"{'Julia Zellweger', 'Angelina Astaire', 'Russell Temple', 'Michael Bolger', 'Al Garland'}","{Trailers,Commentaries,""Deleted Scenes""}","'beauti':4 'berlin':18 'breakfast':1 'fight':14 'goldfing':2 'moos':16 'must':13 'reflect':5 'student':8,11",123,4.99,18.99
96,BREAKING HOME,A Beautiful Display of a Secret Agent And a Monkey who must Battle a Sumo Wrestler in An Abandoned Mine Shaft,New,English             ,PG-13,2006,4,"{'Carmen Hunt', 'Frances Tomei', 'Grace Mostel', 'Morgan Williams', 'Helen Voight', 'Woody Hoffman'}","{Trailers,Commentaries}",'abandon':21 'agent':9 'battl':15 'beauti':4 'break':1 'display':5 'home':2 'mine':22 'monkey':12 'must':14 'secret':8 'shaft':23 'sumo':17 'wrestler':18,169,2.99,21.99
97,BRIDE INTRIGUE,A Epic Tale of a Robot And a Monkey who must Vanquish a Man in New Orleans,Action,English             ,G,2006,7,{'Angela Hudson'},"{Trailers,Commentaries,""Behind the Scenes""}",'bride':1 'epic':4 'intrigu':2 'man':16 'monkey':11 'must':13 'new':18 'orlean':19 'robot':8 'tale':5 'vanquish':14,56,0.99,24.99
98,BRIGHT ENCOUNTERS,A Fateful Yarn of a Lumberjack And a Feminist who must Conquer a Student in A Jet Boat,Drama,English             ,PG-13,2006,4,"{'Albert Nolte', 'Renee Ball', 'Cameron Zellweger', 'Meryl Allen'}",{Trailers},'boat':20 'bright':1 'conquer':14 'encount':2 'fate':4 'feminist':11 'jet':19 'lumberjack':8 'must':13 'student':16 'yarn':5,73,4.99,12.99
99,BRINGING HYSTERICAL,A Fateful Saga of a A Shark And a Technical Writer who must Find a Woman in A Jet Boat,Comedy,English             ,PG,2006,7,"{'Frances Day-Lewis', 'Angela Witherspoon'}",{Trailers},'boat':22 'bring':1 'fate':4 'find':16 'hyster':2 'jet':21 'must':15 'saga':5 'shark':9 'technic':12 'woman':18 'writer':13,136,2.99,14.99
100,BROOKLYN DESERT,A Beautiful Drama of a Dentist And a Composer who must Battle a Sumo Wrestler in The First Manned Space Station,Foreign,English             ,R,2006,7,"{'Jodie Degeneres', 'Sean Guiness', 'Albert Nolte', 'Groucho Williams', 'Jayne Neeson'}",{Commentaries},'battl':14 'beauti':4 'brooklyn':1 'compos':11 'dentist':8 'desert':2 'drama':5 'first':20 'man':21 'must':13 'space':22 'station':23 'sumo':16 'wrestler':17,161,4.99,21.99
101,BROTHERHOOD BLANKET,A Fateful Character Study of a Butler And a Technical Writer who must Sink a Astronaut in Ancient Japan,Documentary,English             ,R,2006,3,"{'Frances Day-Lewis', 'Fred Costner', 'Jude Cruise', 'Jayne Neeson', 'Daryl Crawford'}","{""Behind the Scenes""}",'ancient':20 'astronaut':18 'blanket':2 'brotherhood':1 'butler':9 'charact':5 'fate':4 'japan':21 'must':15 'sink':16 'studi':6 'technic':12 'writer':13,73,0.99,26.99
102,BUBBLE GROSSE,A Awe-Inspiring Panorama of a Crocodile And a Moose who must Confront a Girl in A Baloon,Sports,English             ,R,2006,4,"{'Rock Dukakis', 'Mena Hopper', 'Vivien Basinger'}","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'awe':5 'awe-inspir':4 'baloon':21 'bubbl':1 'confront':16 'crocodil':10 'girl':18 'gross':2 'inspir':6 'moos':13 'must':15 'panorama':7,60,4.99,20.99
